Created as New Dataset,Sample 074 By Student Date Tuesday, February 27 2024
cm-1,%T
1801.00,0.03
1800.00,0.03
1799.00,0.03
1798.00,0.03
1797.00,0.03
1796.00,0.03
1795.00,0.03
1794.00,0.03
1793.00,0.03
1792.00,0.03
1791.00,0.03
1790.00,0.03
1789.00,0.03
1788.00,0.03
1787.00,0.02
1786.00,0.02
1785.00,0.02
1784.00,0.02
1783.00,0.02
1782.00,0.02
1781.00,0.02
1780.00,0.02
1779.00,0.02
1778.00,0.02
1777.00,0.02
1776.00,0.02
1775.00,0.02
1774.00,0.02
1773.00,0.02
1772.00,0.02
1771.00,0.02
1770.00,0.02
1769.00,0.02
1768.00,0.02
1767.00,0.02
1766.00,0.02
1765.00,0.02
1764.00,0.02
1763.00,0.02
1762.00,0.02
1761.00,0.02
1760.00,0.02
1759.00,0.02
1758.00,0.02
1757.00,0.02
1756.00,0.02
1755.00,0.02
1754.00,0.02
1753.00,0.02
1752.00,0.02
1751.00,0.02
1750.00,0.02
1749.00,0.02
1748.00,0.02
1747.00,0.02
1746.00,0.02
1745.00,0.02
1744.00,0.02
1743.00,0.02
1742.00,0.02
1741.00,0.02
1740.00,0.02
1739.00,0.02
1738.00,0.03
1737.00,0.03
1736.00,0.03
1735.00,0.03
1734.00,0.03
1733.00,0.03
1732.00,0.03
1731.00,0.03
1730.00,0.03
1729.00,0.03
1728.00,0.03
1727.00,0.03
1726.00,0.03
1725.00,0.03
1724.00,0.03
1723.00,0.03
1722.00,0.03
1721.00,0.04
1720.00,0.04
1719.00,0.04
1718.00,0.04
1717.00,0.04
1716.00,0.04
1715.00,0.04
1714.00,0.04
1713.00,0.04
1712.00,0.04
1711.00,0.04
1710.00,0.04
1709.00,0.04
1708.00,0.04
1707.00,0.04
1706.00,0.04
1705.00,0.04
1704.00,0.04
1703.00,0.04
1702.00,0.04
1701.00,0.04
1700.00,0.05
1699.00,0.05
1698.00,0.05
1697.00,0.05
1696.00,0.05
1695.00,0.05
1694.00,0.05
1693.00,0.05
1692.00,0.05
1691.00,0.05
1690.00,0.05
1689.00,0.05
1688.00,0.05
1687.00,0.05
1686.00,0.05
1685.00,0.05
1684.00,0.05
1683.00,0.05
1682.00,0.05
1681.00,0.05
1680.00,0.05
1679.00,0.05
1678.00,0.05
1677.00,0.05
1676.00,0.05
1675.00,0.05
1674.00,0.05
1673.00,0.04
1672.00,0.04
1671.00,0.04
1670.00,0.04
1669.00,0.04
1668.00,0.04
1667.00,0.04
1666.00,0.04
1665.00,0.04
1664.00,0.04
1663.00,0.04
1662.00,0.04
1661.00,0.04
1660.00,0.04
1659.00,0.04
1658.00,0.04
1657.00,0.04
1656.00,0.04
1655.00,0.04
1654.00,0.04
1653.00,0.04
1652.00,0.04
1651.00,0.03
1650.00,0.03
1649.00,0.03
1648.00,0.03
1647.00,0.03
1646.00,0.03
1645.00,0.03
1644.00,0.03
1643.00,0.03
1642.00,0.03
1641.00,0.03
1640.00,0.03
1639.00,0.03
1638.00,0.03
1637.00,0.03
1636.00,0.02
1635.00,0.03
1634.00,0.03
1633.00,0.02
1632.00,0.02
1631.00,0.02
1630.00,0.02
1629.00,0.02
1628.00,0.02
1627.00,0.02
1626.00,0.02
1625.00,0.02
1624.00,0.02
1623.00,0.02
1622.00,0.02
1621.00,0.02
1620.00,0.02
1619.00,0.02
1618.00,0.02
1617.00,0.02
1616.00,0.02
1615.00,0.02
1614.00,0.02
1613.00,0.02
1612.00,0.02
1611.00,0.02
1610.00,0.02
1609.00,0.02
1608.00,0.02
1607.00,0.02
1606.00,0.02
1605.00,0.02
1604.00,0.02
1603.00,0.01
1602.00,0.01
1601.00,0.01
1600.00,0.02
1599.00,0.02
1598.00,0.02
1597.00,0.02
1596.00,0.02
1595.00,0.02
1594.00,0.02
1593.00,0.02
1592.00,0.02
1591.00,0.02
1590.00,0.02
1589.00,0.02
1588.00,0.02
1587.00,0.02
1586.00,0.02
1585.00,0.02
1584.00,0.02
1583.00,0.02
1582.00,0.02
1581.00,0.02
1580.00,0.02
1579.00,0.02
1578.00,0.02
1577.00,0.02
1576.00,0.02
1575.00,0.02
1574.00,0.02
1573.00,0.02
1572.00,0.02
1571.00,0.03
1570.00,0.03
1569.00,0.03
1568.00,0.03
1567.00,0.03
1566.00,0.03
1565.00,0.03
1564.00,0.03
1563.00,0.03
1562.00,0.03
1561.00,0.03
1560.00,0.03
1559.00,0.03
1558.00,0.03
1557.00,0.04
1556.00,0.04
1555.00,0.04
1554.00,0.04
1553.00,0.04
1552.00,0.04
1551.00,0.04
1550.00,0.04
1549.00,0.04
1548.00,0.04
1547.00,0.04
1546.00,0.04
1545.00,0.04
1544.00,0.05
1543.00,0.05
1542.00,0.04
1541.00,0.04
1540.00,0.04
1539.00,0.05
1538.00,0.05
1537.00,0.05
1536.00,0.05
1535.00,0.05
1534.00,0.05
1533.00,0.05
1532.00,0.05
1531.00,0.05
1530.00,0.05
1529.00,0.05
1528.00,0.05
1527.00,0.05
1526.00,0.05
1525.00,0.05
1524.00,0.05
1523.00,0.05
1522.00,0.05
1521.00,0.05
1520.00,0.05
1519.00,0.05
1518.00,0.05
1517.00,0.05
1516.00,0.05
1515.00,0.05
1514.00,0.05
1513.00,0.05
1512.00,0.05
1511.00,0.05
1510.00,0.05
1509.00,0.05
1508.00,0.05
1507.00,0.05
1506.00,0.05
1505.00,0.05
1504.00,0.05
1503.00,0.05
1502.00,0.04
1501.00,0.04
1500.00,0.04
